image_id,back_angle_L,knee_angle_L,arm_angle_L,trunk_angle_L,torso_bend_L,back_angle_R,knee_angle_R,arm_angle_R,trunk_angle_R,torso_bend_R,label
52701_11_3.jpg,83.39371298357284,98.52433439695992,105.63968409086979,105.63054051111435,27.62240837367502,110.38518341114188,168.70106599307573,81.80873744966051,109.5333642498569,28.599474134043692,1
52701_11_5.jpg,85.1584624664407,53.742317144577285,103.31535081663654,106.09136284297946,40.948808951241126,97.34598515251734,153.1362320157439,82.19049455382864,109.82473688823094,40.18466266261945,1
52723_8_12.jpg,81.94911036207505,125.62235333254836,121.94482468563557,124.22385302886903,5.975327749390211,78.67372114829982,118.84499406837647,92.95321728139852,126.5711316124602,4.381956518541614,1
52723_8_19.jpg,99.76868213711516,145.4753176112908,151.2582118941788,127.41339291503127,11.209405097558225,99.76705692775532,131.78599492065632,84.38018809545619,135.821844407579,33.80872263649179,1
52723_8_21.jpg,105.71156293572808,157.7418157005935,157.78893506273357,128.66846614325195,8.682785057817945,100.1382155384544,136.16281778915553,87.46184171707947,132.51817399502343,30.928044282454703,1
52723_8_34.jpg,85.62256194328866,133.6974716489905,133.54635058248314,120.43672078624543,23.69693157746082,76.04013492197613,111.30234742786436,134.29051782208023,125.31841856669237,17.37618698779636,1
52723_8_38.jpg,74.25006093548198,112.59747642315011,149.04094438802974,118.30157900539677,36.43908568898098,74.89836809663126,101.0393921398729,149.47640346424961,121.59586819619253,33.57430209014438,1
52723_8_4.jpg,76.08348226600842,91.40342344653705,145.82923763086944,117.29156333292268,34.56762171142744,81.79500447467501,72.82364372860258,148.36666713935884,119.81286349080463,31.986208385031247,1
52723_8_7.jpg,83.83612621235,137.01245618031925,139.7196269947031,118.105495086663,28.9904373361105,78.86094669012166,110.62244877464907,134.7613998882348,123.06909101727643,20.687410585188417,1
52729_1_10.jpg,59.276817600397706,75.58481515748912,138.9932432106836,110.91948403852992,25.789808447476574,43.630301788269854,57.0958216555953,117.37289569705403,114.9659070160764,14.380249050689045,1
52729_1_11.jpg,64.45615669186901,127.31050860961383,135.2813096199816,110.17106241502582,23.220907926700132,50.82013509606266,107.38736677178274,124.10272701976793,115.85512275762507,6.778857515385488,1
52729_1_12.jpg,74.43051380623696,149.163378882221,122.08073106705722,111.72927111120886,17.99687751070321,50.34102327701667,91.26717749557336,132.96110829897057,118.29695280827563,3.331749564987962,1
52729_1_42.jpg,50.86131299365202,125.2550888955095,160.13877223777774,113.97389973251894,46.227169272485725,42.57824744545231,78.1559978415334,161.22485369783857,121.14820660157609,30.836634916579584,1
52729_1_45.jpg,47.55095570931764,122.05448100466529,156.28064953334544,111.28014784015478,52.366751931861806,49.151870844938834,88.7032989096051,151.8516332024632,117.28933183275545,31.125200045902762,1
52729_1_5.jpg,55.40657303629541,125.26617976955116,166.699955494761,111.5097402332375,45.013020169435976,49.08025857680161,72.9537374025285,150.9845759053379,116.99200890239044,26.396116579507574,1
52729_1_9.jpg,53.791814210174145,142.60583311110267,149.52200547965393,109.78170612826045,32.012029913990084,39.93372697479658,71.8622815467086,140.55250950408782,114.92037776721008,20.838555414380444,1
52730_7_2.jpg,65.08758723226325,172.07728473186273,154.65968286946668,95.55190508190884,61.21050882188338,71.35407908264415,162.78233502308476,145.75362977111456,103.09140677258665,22.241699266887824,1
52730_7_25.jpg,71.80725437667975,77.02472564657151,63.72499461797229,112.85823624149826,9.8805260667367,64.9940788623998,77.73943338868655,179.67932875829558,102.24712469785328,24.42745343249321,1
52730_7_27.jpg,67.70692349071552,73.21238642663684,87.04696704147297,124.12280461717886,11.975436952390396,50.065847035592604,76.86200830735362,125.50588312452318,116.22892428711627,16.27203083328114,1
52730_7_30.jpg,84.70644035938737,89.72864763987364,109.59638364962504,119.21587508594334,5.83085925900876,84.78653200262093,85.60489074376746,93.24974578320167,117.38575004433501,9.972194843304337,1
52730_7_32.jpg,97.10213323477853,71.52948308454395,125.6198944211672,119.421001027344,22.683982664863965,83.01699924334557,72.4325115455868,117.0938013480002,118.12919221846407,15.670775150688542,1
52730_7_39.jpg,55.049643584631205,137.18129085838797,146.8333370004058,99.71393777642798,53.79284658001963,56.78640568879602,114.41050924141405,143.92445272549128,104.12852351987559,43.03884400938199,1
52730_7_40.jpg,69.65767564390794,149.20432049413802,154.45643305831953,102.38412078073021,56.9479568707153,57.74735171815867,101.25767608118204,142.11133013578862,109.64006127115704,40.37370834876909,1
52730_7_41.jpg,67.86066747223586,156.17062657519418,156.39060863926602,97.17969240225646,60.742463955204975,78.00863225789043,162.5391538018451,137.55050413365478,103.20758937789911,37.80568858135761,1
52730_7_8.jpg,74.38552098641904,105.41940163616059,148.76971022804037,108.4711644688183,45.618738292663764,61.322519674311486,83.27261999569869,142.49762548693477,109.26149793230262,34.36804632415108,1
52731_4_39.jpg,37.54355499763284,32.06511108809878,151.02096492216478,113.04599712962194,56.664878647750456,35.63888113909585,33.608435641276664,138.51665940097087,119.52571323610401,41.63015770227801,1
52731_4_40.jpg,39.005382696806734,28.72806896833488,155.9180078426324,115.29250765314613,56.78684973374869,36.95269909282707,20.251283721956494,119.64285358043328,120.31925998443174,30.96771030642344,1
52731_4_43.jpg,35.95137116997209,50.54715710962249,155.51233769632853,106.93886258786829,65.82581363339239,34.178343966234,35.360949651049815,140.05819272488614,114.5901119040383,41.029120906525094,1
52731_4_50.jpg,31.49689488602556,52.580388583993646,159.50044508808386,105.53549367745688,62.965421837100784,32.645683077704135,45.64156733232344,143.73647242878337,112.76136677363071,30.373620267029956,1
52735_4_39.jpg,84.18731724144989,164.0883145256948,162.36791943086962,116.67307750314325,24.578994420682328,78.36854042865245,148.54189302810335,171.99928132300658,114.9639634819969,39.21060459035719,1
52735_4_4.jpg,131.00597141417086,167.88021311436145,121.59646982807855,145.15890873269362,10.864595595660756,117.96629560787582,169.7161826266422,170.9416019200901,133.11422227998213,26.55258163362421,1
52735_4_46.jpg,92.92930435152262,171.55729808269993,156.5232690491068,120.80171253878511,22.915894875711178,74.24077290029234,139.94385950287997,169.23193056339537,117.12457608619951,45.36743163219078,1
52738_5_4.jpg,106.22934749246294,124.4517827796743,169.14094778353095,148.88473556221453,14.878610931615272,98.86281800129329,127.97698115835168,178.601266281109,135.6749905933291,41.57661547689226,1
52738_5_52.jpg,90.21319685060162,124.93046840327935,169.35807567012708,137.28285764850378,28.193035450934584,85.79109787235696,119.19135717758526,178.86402071922515,129.90536703568492,46.68923190181507,1
52738_5_55.jpg,98.97359409291951,113.48261031979281,147.08025168518168,141.57215327655578,26.1047348392324,99.52225864166562,130.1247845369099,179.31391833703032,134.95823554590473,38.467840463295396,1
52739_5_26.jpg,87.1435882317496,147.58847982122614,173.53347096932526,118.60110084381859,26.926121449561116,105.0636022551029,174.60067173177345,87.24965645967553,120.89008898782554,3.890105021172161,1
52739_5_66.jpg,54.18065197798264,148.68591154146108,173.70273869555018,87.42195684396974,79.61973410605445,60.42057249130197,144.98842787211373,170.60790253030643,91.97743439249808,68.39795986723713,1
52742_4_10.jpg,87.31755352319908,169.8701599567601,70.73723235494772,114.1359995156556,8.018988517761635,95.79619329946988,178.34528008147763,73.87042485482957,114.85866754362857,1.0355340827033268,1
